"","Randomized.Index","Well.Number","Time.Points","coordinate.long","coordinate.x","time","green.intensity","column","row","coordinate.y","Abs.600","GFP.flu","plate","experiment","OD.600","GFP"
"306",17,12,6440000,"B01","B1",15.33,0,1,2,"B6",0.0714000016450882,359,4,"step down",0.0232000016450882,358.985336182166
"307",18,48,2760000,"E01","E1",61.32,0,1,5,"B7",0.0718000009655952,340,4,"step down",0.0236000009655952,339.985083358168
"308",19,71,2760000,"F12","F12",199.29,3072,12,6,"B8",0.0716999992728233,371,4,"step down",0.0234999992728233,370.985146565345
"309",20,68,1840000,"F09","F9",76.65,2049,9,6,"B9",0.0728999972343445,384,4,"step down",0.0246999972343445,383.984388093351
"310",21,8,2760000,"A09","A9",0,2049,9,1,"B10",0.0706999972462654,405,4,"step down",0.0224999972462654,404.985778627695
"311",22,33,11040000,"C10","C10",153.3,2049,10,3,"B11",0.0734999999403954,449,4,"step down",0.0252999999403954,448.984008855
"312",23,90,11960000,"H07","H7",107.31,1367,7,8,"B12",0.0733999982476234,482,4,"step down",0.0251999982476234,481.984072062176
"313",24,4,7360000,"A05","A5",0,685,5,1,"C1",0.0734999999403954,412,4,"step down",0.0252999999403954,411.984008855
"314",25,54,6440000,"E07","E7",61.32,1367,7,5,"C2",0.0712999999523163,329,4,"step down",0.0230999999523163,328.985399389343
"315",26,64,12880000,"F05","F5",76.65,685,5,6,"C3",0.0714000016450882,336,4,"step down",0.0232000016450882,335.985336182166
"316",27,41,2760000,"D06","D6",168.63,685,6,4,"C4",0.0700000002980232,297,4,"step down",0.0218000002980232,296.986221068514
"317",28,51,7360000,"E04","E4",183.96,384,4,5,"C5",0.0724000036716461,258,4,"step down",0.0242000036716461,257.984704119817
"318",29,19,11960000,"B08","B8",137.97,1367,8,2,"C6",0.0683000013232231,318,4,"step down",0.0201000013232231,317.987295571683
"319",30,44,4600000,"D09","D9",45.99,2049,9,4,"C7",0.0688999965786934,366,4,"step down",0.0206999965786934,365.98691633804
"320",31,39,3680000,"D04","D4",168.63,384,4,4,"C8",0.0731000006198883,278,4,"step down",0.0249000006198883,277.984261678997
"321",32,70,5520000,"F11","F11",76.65,3072,11,6,"C9",0.0716999992728233,411,4,"step down",0.0234999992728233,410.985146565345
"322",33,57,12880000,"E10","E10",183.96,2049,10,5,"C10",0.0737999975681305,398,4,"step down",0.0255999975681305,397.983819238178
"323",34,3,1840000,"A04","A4",122.64,384,4,1,"C11",0.0744000002741814,387,4,"step down",0.0262000002741814,386.983439999827
"324",35,49,7360000,"E02","E2",183.96,0,2,5,"C12",0.0741000026464462,274,4,"step down",0.0259000026464462,273.983629616648
"325",36,7,8280000,"A08","A8",122.64,1367,8,1,"D1",0.0710000023245811,339,4,"step down",0.0228000023245811,338.985589006164
"326",37,37,10120000,"D02","D2",168.63,0,2,4,"D2",0.0720999985933304,239,4,"step down",0.0238999985933304,238.984893741347
"327",38,45,6440000,"D10","D10",168.63,2049,10,4,"D3",0.0727000012993813,363,4,"step down",0.0245000012993813,362.984514502996
"328",39,58,920000,"E11","E11",61.32,3072,11,5,"D4",0.0701000019907951,336,4,"step down",0.0219000019907951,335.986157861337
"329",40,25,3680000,"C02","C2",153.3,0,2,3,"D5",0.0709000006318092,247,4,"step down",0.0227000006318092,246.985652213341
"330",41,38,10120000,"D03","D3",45.99,384,3,4,"D6",0.0728000029921532,380,4,"step down",0.0246000029921532,379.984451295819
"331",42,72,6440000,"G01","G1",91.98,0,1,7,"D7",0.0741999968886375,337,4,"step down",0.0259999968886375,336.98356641418
"332",43,74,11960000,"G03","G3",91.98,384,3,7,"D8",0.0729999989271164,374,4,"step down",0.0247999989271164,373.984324886174
"333",44,62,10120000,"F03","F3",76.65,384,3,6,"D9",0.0741999968886375,428,4,"step down",0.0259999968886375,427.98356641418
"334",45,84,5520000,"H01","H1",107.31,0,1,8,"D10",0.0745000019669533,331,4,"step down",0.0263000019669533,330.98337679265
"335",46,24,0,"C01","C1",30.66,0,1,3,"D11",0.0746999979019165,486,4,"step down",0.0264999979019165,485.983250383005
"336",47,77,12880000,"G06","G6",214.62,685,6,7,"D12",0.0747999995946884,347,4,"step down",0.0265999995946884,346.983187175829
"337",48,42,5520000,"D07","D7",45.99,1367,7,4,"E1",0.0729999989271164,365,4,"step down",0.0247999989271164,364.984324886174
"338",49,5,920000,"A06","A6",122.64,685,6,1,"E2",0.0731000006198883,331,4,"step down",0.0249000006198883,330.984261678997
"339",50,34,7360000,"C11","C11",30.66,3072,11,3,"E3",0.0707999989390373,359,4,"step down",0.0225999989390373,358.985715420518
"340",51,1,11040000,"A02","A2",122.64,0,2,1,"E4",0.0738999992609024,291,4,"step down",0.0256999992609024,290.983756031002
"341",52,27,10120000,"C04","C4",153.3,384,4,3,"E5",0.0745000019669533,333,4,"step down",0.0263000019669533,332.98337679265
"342",53,89,8280000,"H06","H6",229.95,685,6,8,"E6",0.0736000016331673,279,4,"step down",0.0254000016331673,278.983945647823
"343",54,86,6440000,"H03","H3",107.31,384,3,8,"E7",0.0747999995946884,382,4,"step down",0.0265999995946884,381.983187175829
"344",55,21,0,"B10","B10",137.97,2049,10,2,"E8",0.0747999995946884,461,4,"step down",0.0265999995946884,460.983187175829
"345",56,6,13800000,"A07","A7",0,1367,7,1,"E9",0.0749000012874603,476,4,"step down",0.0267000012874603,475.983123968652
"346",57,83,4600000,"G12","G12",214.62,3072,12,7,"E10",0.0747999995946884,512,4,"step down",0.0265999995946884,511.983187175829
"347",58,22,9200000,"B11","B11",15.33,3072,11,2,"E11",0.0742999985814095,551,4,"step down",0.0260999985814095,550.983503207004
"348",59,46,1840000,"D11","D11",45.99,3072,11,4,"E12",0.0746999979019165,568,4,"step down",0.0264999979019165,567.983250383005
"349",60,52,9200000,"E05","E5",61.32,685,5,5,"F1",0.0724000036716461,306,4,"step down",0.0242000036716461,305.984704119817
"350",61,95,8280000,"H12","H12",229.95,3072,12,8,"F2",0.067500002682209,324,4,"step down",0.019300002682209,323.987801219679
"351",62,47,12880000,"D12","D12",168.63,3072,12,4,"F3",0.0738999992609024,347,4,"step down",0.0256999992609024,346.983756031002
"352",63,50,1840000,"E03","E3",61.32,384,3,5,"F4",0.0737000033259392,369,4,"step down",0.0255000033259392,368.983882440646
"353",64,75,10120000,"G04","G4",214.62,384,4,7,"F5",0.0728000029921532,261,4,"step down",0.0246000029921532,260.984451295819
"354",65,2,0,"A03","A3",0,384,3,1,"F6",0.0724999979138374,458,4,"step down",0.0242999979138374,457.984640917349
"355",66,18,3680000,"B07","B7",15.33,1367,7,2,"F7",0.0737000033259392,454,4,"step down",0.0255000033259392,453.983882440646
"356",67,59,2760000,"E12","E12",183.96,3072,12,5,"F8",0.0746000036597252,455,4,"step down",0.0264000036597252,454.983313585473
"357",68,26,4600000,"C03","C3",30.66,384,3,3,"F9",0.0745000019669533,525,4,"step down",0.0263000019669533,524.98337679265
"358",69,91,5520000,"H08","H8",229.95,1367,8,8,"F10",0.0742999985814095,446,4,"step down",0.0260999985814095,445.983503207003
"359",70,80,3680000,"G09","G9",91.98,2049,9,7,"F11",0.0778999999165535,506,4,"step down",0.0296999999165535,505.981227786312
"360",71,40,9200000,"D05","D5",45.99,685,5,4,"F12",0.0762000009417534,548,4,"step down",0.0280000009417534,547.982302289481
"361",72,88,11960000,"H05","H5",107.31,685,5,8,"G1",0.0706000030040741,262,4,"step down",0.0224000030040741,261.985841830162
"362",73,14,920000,"B03","B3",15.33,384,3,2,"G2",0.0650999993085861,273,4,"step down",0.0168999993085861,272.989318168376
"363",74,69,13800000,"F10","F10",199.29,2049,10,6,"G3",0.0750999972224236,329,4,"step down",0.0268999972224236,328.982997559008
"364",75,43,5520000,"D08","D8",168.63,1367,8,4,"G4",0.0747999995946884,350,4,"step down",0.0265999995946884,349.983187175829
"365",76,23,6440000,"B12","B12",137.97,3072,12,2,"G5",0.0732999965548515,409,4,"step down",0.0250999965548515,408.984135269353
"366",77,81,4600000,"G10","G10",214.62,2049,10,7,"G6",0.0740000009536743,393,4,"step down",0.0258000009536743,392.983692823825
"367",78,0,12880000,"A01","A1",0,0,1,1,"G7",0.0754999965429306,483,4,"step down",0.0272999965429306,482.98274473501
"368",79,73,920000,"G02","G2",214.62,0,2,7,"G8",0.0762000009417534,242,4,"step down",0.0280000009417534,241.982302289481
"369",80,56,0,"E09","E9",61.32,2049,9,5,"G9",0.0747999995946884,535,4,"step down",0.0265999995946884,534.983187175829
"370",81,60,3680000,"F01","F1",76.65,0,1,6,"G10",0.0760999992489815,446,4,"step down",0.0278999992489815,445.982365496658
"371",82,82,5520000,"G11","G11",91.98,3072,11,7,"G11",0.0755999982357025,565,4,"step down",0.0273999982357025,564.982681527833
"372",83,66,920000,"F07","F7",76.65,1367,7,6,"G12",0.0768000036478043,552,4,"step down",0.0286000036478043,551.981923051129
"373",84,76,8280000,"G05","G5",91.98,685,5,7,"H1",0.0694999992847443,256,4,"step down",0.0212999992847443,255.986537099689
"374",85,30,2760000,"C07","C7",30.66,1367,7,3,"H2",0.0617000013589859,258,4,"step down",0.0135000013589859,257.991467174714
"375",86,92,9200000,"H09","H9",107.31,2049,9,8,"H3",0.0715000033378601,332,4,"step down",0.0233000033378601,331.98527297499
"376",87,28,11040000,"C05","C5",30.66,685,5,3,"H4",0.0753000006079674,402,4,"step down",0.0271000006079674,401.982871144654
"377",88,67,11040000,"F08","F8",199.29,1367,8,6,"H5",0.0763000026345253,414,4,"step down",0.0281000026345253,413.982239082304
"378",89,15,11960000,"B04","B4",137.97,384,4,2,"H6",0.0737999975681305,349,4,"step down",0.0255999975681305,348.983819238178
"379",90,61,13800000,"F02","F2",199.29,0,2,6,"H7",0.0741000026464462,241,4,"step down",0.0259000026464462,240.983629616648
"380",91,78,0,"G07","G7",91.98,1367,7,7,"H8",0.0754999965429306,525,4,"step down",0.0272999965429306,524.98274473501
"381",92,35,11040000,"C12","C12",153.3,3072,12,3,"H9",0.0767000019550323,522,4,"step down",0.0285000019550323,521.981986258306
"382",93,85,1840000,"H02","H2",229.95,0,2,8,"H10",0.0759999975562096,231,4,"step down",0.0277999975562096,230.982428703835
"383",94,29,8280000,"C06","C6",153.3,685,6,3,"H11",0.0763999968767166,443,4,"step down",0.0281999968767166,442.982175879837
"384",95,13,9200000,"B02","B2",137.97,0,2,2,"H12",0.0768999978899956,351,4,"step down",0.0286999978899956,350.981859848662
