"","Randomized.Index","Well.Number","Time.Points","coordinate.long","coordinate.x","time","green.intensity","column","row","coordinate.y","Abs.600","GFP.flu","plate","experiment","OD.600","GFP"
"18",17,40,6440000,"D05","D5",45.99,1026,5,4,"B6",0.0854000002145767,224,1,"red precondition step up",0.0372000002145767,223.976487328109
"19",18,87,5520000,"H04","H4",229.95,685,4,8,"B7",0.0860000029206276,573,1,"red precondition step up",0.0378000029206276,572.976108089757
"20",19,71,3680000,"F12","F12",199.29,2049,12,6,"B8",0.0854000002145767,517,1,"red precondition step up",0.0372000002145767,516.976487328109
"21",20,62,6440000,"F03","F3",76.65,685,3,6,"B9",0.0856999978423119,294,1,"red precondition step up",0.0374999978423119,293.976297711287
"22",21,16,11960000,"B05","B5",15.33,1026,5,2,"B10",0.0846000015735626,208,1,"red precondition step up",0.0364000015735626,207.976992976105
"23",22,55,10120000,"E08","E8",183.96,1367,8,5,"B11",0.0822999998927116,480,1,"red precondition step up",0.0340999998927116,479.978446717625
"24",23,72,13800000,"G01","G1",91.98,344,1,7,"B12",0.0780000016093254,264,1,"red precondition step up",0.0298000016093254,263.981164579135
"25",24,13,7360000,"B02","B2",137.97,344,2,2,"C1",0.0886000022292137,527,1,"red precondition step up",0.0404000022292137,526.974464731415
"26",25,73,11040000,"G02","G2",214.62,344,2,7,"C2",0.0829000025987625,543,1,"red precondition step up",0.0347000025987625,542.978067479273
"27",26,0,5520000,"A01","A1",0,344,1,1,"C3",0.0886000022292137,211,1,"red precondition step up",0.0404000022292137,210.974464731415
"28",27,82,2760000,"G11","G11",91.98,2049,11,7,"C4",0.0891000032424927,322,1,"red precondition step up",0.0409000032424927,321.974148700241
"29",28,51,12880000,"E04","E4",183.96,685,4,5,"C5",0.0873000025749207,549,1,"red precondition step up",0.0391000025749207,548.975286410586
"30",29,5,7360000,"A06","A6",122.64,1026,6,1,"C6",0.0851000025868416,401,1,"red precondition step up",0.0369000025868416,400.97667694493
"31",30,57,11960000,"E10","E10",183.96,1708,10,5,"C7",0.0863000005483627,495,1,"red precondition step up",0.0381000005483627,494.975918472936
"32",31,31,9200000,"C08","C8",153.3,1367,8,3,"C8",0.0870999991893768,474,1,"red precondition step up",0.0388999991893768,473.97541282494
"33",32,41,1840000,"D06","D6",168.63,1026,6,4,"C9",0.0851000025868416,474,1,"red precondition step up",0.0369000025868416,473.97667694493
"34",33,11,12880000,"A12","A12",122.64,2049,12,1,"C10",0.0828000009059906,322,1,"red precondition step up",0.0346000009059906,321.97813068645
"35",34,85,9200000,"H02","H2",229.95,344,2,8,"C11",0.0802000015974045,506,1,"red precondition step up",0.0320000015974045,505.979774044792
"36",35,95,8280000,"H12","H12",229.95,2049,12,8,"C12",0.0768999978899956,449,1,"red precondition step up",0.0286999978899956,448.981859848662
"37",36,53,8280000,"E06","E6",183.96,1026,6,5,"D1",0.0904000028967857,590,1,"red precondition step up",0.0422000028967857,589.97332702107
"38",37,90,920000,"H07","H7",107.31,1367,7,8,"D2",0.0860999971628189,366,1,"red precondition step up",0.0378999971628189,365.976044887289
"39",38,76,2760000,"G05","G5",91.98,1026,5,7,"D3",0.0877000018954277,349,1,"red precondition step up",0.0395000018954277,348.975033586588
"40",39,67,10120000,"F08","F8",199.29,1367,8,6,"D4",0.086499996483326,591,1,"red precondition step up",0.038299996483326,590.975792063291
"41",40,92,920000,"H09","H9",107.31,1708,9,8,"D5",0.086499996483326,362,1,"red precondition step up",0.038299996483326,361.975792063291
"42",41,30,11040000,"C07","C7",30.66,1367,7,3,"D6",0.0856000036001205,231,1,"red precondition step up",0.0374000036001205,230.976360913755
"43",42,52,920000,"E05","E5",61.32,1026,5,5,"D7",0.0830999985337257,250,1,"red precondition step up",0.0348999985337257,249.977941069629
"44",43,4,920000,"A05","A5",0,1026,5,1,"D8",0.0864000022411346,195,1,"red precondition step up",0.0382000022411346,194.975855265759
"45",44,81,8280000,"G10","G10",214.62,1708,10,7,"D9",0.0839999988675117,556,1,"red precondition step up",0.0357999988675117,555.977372214456
"46",45,36,11040000,"D01","D1",45.99,344,1,4,"D10",0.0800999999046326,223,1,"red precondition step up",0.0318999999046326,222.979837251969
"47",46,10,3680000,"A11","A11",0,2049,11,1,"D11",0.0842999964952469,211,1,"red precondition step up",0.0360999964952469,210.977182597635
"48",47,43,0,"D08","D8",168.63,1367,8,4,"D12",0.0807999968528748,441,1,"red precondition step up",0.0325999968528748,440.979394811149
"49",48,58,4600000,"E11","E11",61.32,2049,11,5,"E1",0.0865999981760979,245,1,"red precondition step up",0.0383999981760979,244.975728856115
"50",49,29,7360000,"C06","C6",153.3,1026,6,3,"E2",0.0865999981760979,412,1,"red precondition step up",0.0383999981760979,411.975728856115
"51",50,2,13800000,"A03","A3",0,685,3,1,"E3",0.0874999985098839,214,1,"red precondition step up",0.0392999985098839,213.975160000942
"52",51,83,4600000,"G12","G12",214.62,2049,12,7,"E4",0.0861999988555908,510,1,"red precondition step up",0.0379999988555908,509.975981680113
"53",52,14,2760000,"B03","B3",15.33,685,3,2,"E5",0.0855000019073486,205,1,"red precondition step up",0.0373000019073486,204.976424120932
"54",53,19,11960000,"B08","B8",137.97,1367,8,2,"E6",0.0832000002264977,371,1,"red precondition step up",0.0350000002264977,370.977877862452
"55",54,25,12880000,"C02","C2",153.3,344,2,3,"E7",0.0838000029325485,431,1,"red precondition step up",0.0356000029325485,430.977498624101
"56",55,45,2760000,"D10","D10",168.63,1708,10,4,"E8",0.0815000012516975,397,1,"red precondition step up",0.0333000012516975,396.978952365621
"57",56,21,920000,"B10","B10",137.97,1708,10,2,"E9",0.0824000015854836,361,1,"red precondition step up",0.0342000015854836,360.978383510448
"58",57,61,9200000,"F02","F2",199.29,344,2,6,"E10",0.0803000032901764,454,1,"red precondition step up",0.0321000032901764,453.979710837615
"59",58,70,1840000,"F11","F11",76.65,2049,11,6,"E11",0.0791999995708466,206,1,"red precondition step up",0.0309999995708466,205.980406107141
"60",59,7,6440000,"A08","A8",122.64,1367,8,1,"E12",0.0859000012278557,429,1,"red precondition step up",0.0377000012278557,428.976171296934
"61",60,74,11960000,"G03","G3",91.98,685,3,7,"F1",0.0879999995231628,299,1,"red precondition step up",0.0397999995231628,298.974843969767
"62",61,27,5520000,"C04","C4",153.3,685,4,3,"F2",0.0763000026345253,294,1,"red precondition step up",0.0281000026345253,293.982239082304
"63",62,94,4600000,"H11","H11",107.31,2049,11,8,"F3",0.0841000005602837,283,1,"red precondition step up",0.0359000005602837,282.977309007279
"64",63,54,9200000,"E07","E7",61.32,1367,7,5,"F4",0.0835999995470047,227,1,"red precondition step up",0.0353999995470047,226.977625038454
"65",64,46,0,"D11","D11",45.99,2049,11,4,"F5",0.0812999978661537,200,1,"red precondition step up",0.0330999978661537,199.979078779975
"66",65,60,5520000,"F01","F1",76.65,344,1,6,"F6",0.0844999998807907,262,1,"red precondition step up",0.0362999998807907,261.977056183281
"67",66,20,4600000,"B09","B9",15.33,1708,9,2,"F7",0.0798999965190887,186,1,"red precondition step up",0.0316999965190887,185.979963666322
"68",67,39,11960000,"D04","D4",168.63,685,4,4,"F8",0.0821999981999397,428,1,"red precondition step up",0.0339999981999397,427.978509924802
"69",68,37,6440000,"D02","D2",168.63,344,2,4,"F9",0.0819000005722046,422,1,"red precondition step up",0.0337000005722046,421.978699541623
"70",69,89,10120000,"H06","H6",229.95,1026,6,8,"F10",0.0817999988794327,506,1,"red precondition step up",0.0335999988794327,505.9787627488
"71",70,34,13800000,"C11","C11",30.66,2049,11,3,"F11",0.0825999975204468,192,1,"red precondition step up",0.0343999975204468,191.978257100804
"72",71,50,0,"E03","E3",61.32,685,3,5,"F12",0.0851999968290329,285,1,"red precondition step up",0.0369999968290329,284.976613742462
"73",72,93,11960000,"H10","H10",229.95,1708,10,8,"G1",0.0850000008940697,375,1,"red precondition step up",0.0368000008940697,374.976740152107
"74",73,59,7360000,"E12","E12",183.96,2049,12,5,"G2",0.0745000019669533,273,1,"red precondition step up",0.0263000019669533,272.98337679265
"75",74,63,3680000,"F04","F4",199.29,685,4,6,"G3",0.0821999981999397,2432,1,"red precondition step up",0.0339999981999397,2431.9785099248
"76",75,35,13800000,"C12","C12",153.3,2049,12,3,"G4",0.0825999975204468,308,1,"red precondition step up",0.0343999975204468,307.978257100804
"77",76,42,3680000,"D07","D7",45.99,1367,7,4,"G5",0.0850000008940697,208,1,"red precondition step up",0.0368000008940697,207.976740152107
"78",77,28,11040000,"C05","C5",30.66,1026,5,3,"G6",0.0828000009059906,193,1,"red precondition step up",0.0346000009059906,192.97813068645
"79",78,1,1840000,"A02","A2",122.64,344,2,1,"G7",0.0829999968409538,305,1,"red precondition step up",0.0347999968409538,304.978004276806
"80",79,49,9200000,"E02","E2",183.96,344,2,5,"G8",0.0820000022649765,410,1,"red precondition step up",0.0338000022649765,409.978636334446
"81",80,79,11040000,"G08","G8",214.62,1367,8,7,"G9",0.0825999975204468,446,1,"red precondition step up",0.0343999975204468,445.978257100804
"82",81,23,5520000,"B12","B12",137.97,2049,12,2,"G10",0.0816999971866608,313,1,"red precondition step up",0.0334999971866608,312.978825955977
"83",82,44,12880000,"D09","D9",45.99,1708,9,4,"G11",0.0782999992370605,190,1,"red precondition step up",0.0300999992370605,189.980974962314
"84",83,64,2760000,"F05","F5",76.65,1026,5,6,"G12",0.0847000032663345,298,1,"red precondition step up",0.0365000032663345,297.976929768928
"85",84,26,0,"C03","C3",30.66,685,3,3,"H1",0.0802000015974045,193,1,"red precondition step up",0.0320000015974045,192.979774044792
"86",85,33,7360000,"C10","C10",153.3,1708,10,3,"H2",0.0795999988913536,267,1,"red precondition step up",0.0313999988913536,266.980153283143
"87",86,77,1840000,"G06","G6",214.62,1026,6,7,"H3",0.0812000036239624,360,1,"red precondition step up",0.0330000036239624,359.979141982442
"88",87,78,7360000,"G07","G7",91.98,1367,7,7,"H4",0.0838999971747398,261,1,"red precondition step up",0.0356999971747398,260.977435421633
"89",88,86,12880000,"H03","H3",107.31,685,3,8,"H5",0.0834999978542328,294,1,"red precondition step up",0.0352999978542328,293.977688245631
"90",89,47,10120000,"D12","D12",168.63,2049,12,4,"H6",0.0820000022649765,394,1,"red precondition step up",0.0338000022649765,393.978636334446
"91",90,18,13800000,"B07","B7",15.33,1367,7,2,"H7",0.0829000025987625,212,1,"red precondition step up",0.0347000025987625,211.978067479273
"92",91,32,10120000,"C09","C9",30.66,1708,9,3,"H8",0.0832000002264977,206,1,"red precondition step up",0.0350000002264977,205.977877862452
"93",92,22,11040000,"B11","B11",15.33,2049,11,2,"H9",0.0838999971747398,200,1,"red precondition step up",0.0356999971747398,199.977435421633
"94",93,69,13800000,"F10","F10",199.29,1708,10,6,"H10",0.0835999995470047,436,1,"red precondition step up",0.0353999995470047,435.977625038454
"95",94,66,920000,"F07","F7",76.65,1367,7,6,"H11",0.0842999964952469,275,1,"red precondition step up",0.0360999964952469,274.977182597635
"96",95,17,2760000,"B06","B6",137.97,1026,6,2,"H12",0.0812000036239624,338,1,"red precondition step up",0.0330000036239624,337.979141982442
"193",0,24,8280000,"C01","C1",30.66,2390,1,3,"A1",0.0935000032186508,388,3,"red precondition step up",0.0453000032186508,387.971367631553
"194",1,71,13800000,"F12","F12",199.29,4095,12,6,"A2",0.090999998152256,429,3,"red precondition step up",0.042799998152256,428.972947787427
"195",2,5,3680000,"A06","A6",122.64,3072,6,1,"A3",0.0920000001788139,766,3,"red precondition step up",0.0438000001788139,765.972315725078
"196",3,21,4600000,"B10","B10",137.97,3754,10,2,"A4",0.0913000032305717,597,3,"red precondition step up",0.0431000032305717,596.972758165897
"197",4,20,8280000,"B09","B9",15.33,3754,9,2,"A5",0.0910999998450279,284,3,"red precondition step up",0.0428999998450279,283.972884580251
"198",5,50,3680000,"E03","E3",61.32,2731,3,5,"A6",0.0912000015377998,498,3,"red precondition step up",0.0430000015377998,497.972821373074
"199",6,61,11040000,"F02","F2",199.29,2390,2,6,"A7",0.0900000035762787,1023,3,"red precondition step up",0.0418000035762787,1022.97357984507
"200",7,36,0,"D01","D1",45.99,2390,1,4,"A8",0.090599998831749,424,3,"red precondition step up",0.042399998831749,423.973200611425
"201",8,26,920000,"C03","C3",30.66,2731,3,3,"A9",0.0917000025510788,315,3,"red precondition step up",0.0435000025510788,314.972505341899
"202",9,64,2760000,"F05","F5",76.65,3072,5,6,"A10",0.0917999967932701,530,3,"red precondition step up",0.0435999967932701,529.972442139431
"203",10,82,5520000,"G11","G11",91.98,4095,11,7,"A11",0.0926000028848648,364,3,"red precondition step up",0.0444000028848648,363.971936486726
"204",11,81,10120000,"G10","G10",214.62,3754,10,7,"A12",0.09009999781847,580,3,"red precondition step up",0.04189999781847,579.9735166426
"205",12,18,3680000,"B07","B7",15.33,3413,7,2,"B1",0.094700001180172,309,3,"red precondition step up",0.046500001180172,308.970609159559
"206",13,58,7360000,"E11","E11",61.32,4095,11,5,"B2",0.0926000028848648,338,3,"red precondition step up",0.0444000028848648,337.971936486726
"207",14,11,12880000,"A12","A12",122.64,4095,12,1,"B3",0.0876000002026558,310,3,"red precondition step up",0.0394000002026558,309.975096793765
"208",15,8,1840000,"A09","A9",0,3754,9,1,"B4",0.0917999967932701,288,3,"red precondition step up",0.0435999967932701,287.972442139431
"209",16,68,7360000,"F09","F9",76.65,3754,9,6,"B5",0.091499999165535,419,3,"red precondition step up",0.043299999165535,418.972631756253
"210",17,6,11960000,"A07","A7",0,3413,7,1,"B6",0.0908000022172928,290,3,"red precondition step up",0.0426000022172928,289.973074197072
"211",18,48,1840000,"E01","E1",61.32,2390,1,5,"B7",0.0916000008583069,459,3,"red precondition step up",0.0434000008583069,458.972568549076
"212",19,53,3680000,"E06","E6",183.96,3072,6,5,"B8",0.090599998831749,799,3,"red precondition step up",0.042399998831749,798.973200611425
"213",20,23,920000,"B12","B12",137.97,4095,12,2,"B9",0.0922000035643578,395,3,"red precondition step up",0.0440000035643578,394.972189310724
"214",21,70,12880000,"F11","F11",76.65,4095,11,6,"B10",0.0904999971389771,326,3,"red precondition step up",0.0422999971389771,325.973263818602
"215",22,27,10120000,"C04","C4",153.3,2731,4,3,"B11",0.0910999998450279,787,3,"red precondition step up",0.0428999998450279,786.972884580251
"216",23,12,920000,"B01","B1",15.33,2390,1,2,"B12",0.088699996471405,233,3,"red precondition step up",0.040499996471405,232.974401528948
"217",24,17,0,"B06","B6",137.97,3072,6,2,"C1",0.0935999974608421,918,3,"red precondition step up",0.0453999974608421,917.971304429086
"218",25,47,4600000,"D12","D12",168.63,4095,12,4,"C2",0.0931999981403351,459,3,"red precondition step up",0.0449999981403351,458.971557253084
"219",26,16,4600000,"B05","B5",15.33,3072,5,2,"C3",0.094200000166893,279,3,"red precondition step up",0.046000000166893,278.970925190734
"220",27,39,4600000,"D04","D4",168.63,2731,4,4,"C4",0.090999998152256,876,3,"red precondition step up",0.042799998152256,875.972947787427
"221",28,75,11960000,"G04","G4",214.62,2731,4,7,"C5",0.0922000035643578,969,3,"red precondition step up",0.0440000035643578,968.972189310724
"222",29,32,11960000,"C09","C9",30.66,3754,9,3,"C6",0.0917000025510788,274,3,"red precondition step up",0.0435000025510788,273.972505341899
"223",30,13,3680000,"B02","B2",137.97,2390,2,2,"C7",0.0913999974727631,749,3,"red precondition step up",0.0431999974727631,748.972694963429
"224",31,78,2760000,"G07","G7",91.98,3413,7,7,"C8",0.091499999165535,451,3,"red precondition step up",0.043299999165535,450.972631756253
"225",32,63,13800000,"F04","F4",199.29,2731,4,6,"C9",0.0908000022172928,890,3,"red precondition step up",0.0426000022172928,889.973074197072
"226",33,91,11040000,"H08","H8",229.95,3413,8,8,"C10",0.089599996805191,745,3,"red precondition step up",0.041399996805191,744.973832673775
"227",34,1,11960000,"A02","A2",122.64,2390,2,1,"C11",0.0901999995112419,592,3,"red precondition step up",0.0419999995112419,591.973453435423
"228",35,65,10120000,"F06","F6",199.29,3072,6,6,"C12",0.0883999988436699,698,3,"red precondition step up",0.0401999988436699,697.974591145769
"229",36,4,920000,"A05","A5",0,3072,5,1,"D1",0.0931999981403351,294,3,"red precondition step up",0.0449999981403351,293.971557253084
"230",37,2,7360000,"A03","A3",0,2731,3,1,"D2",0.0935999974608421,287,3,"red precondition step up",0.0453999974608421,286.971304429086
"231",38,67,0,"F08","F8",199.29,3413,8,6,"D3",0.0920000001788139,712,3,"red precondition step up",0.0438000001788139,711.972315725078
"232",39,66,12880000,"F07","F7",76.65,3413,7,6,"D4",0.0912000015377998,432,3,"red precondition step up",0.0430000015377998,431.972821373074
"233",40,42,0,"D07","D7",45.99,3413,7,4,"D5",0.0908000022172928,349,3,"red precondition step up",0.0426000022172928,348.973074197072
"234",41,34,7360000,"C11","C11",30.66,4095,11,3,"D6",0.0907000005245209,265,3,"red precondition step up",0.0425000005245209,264.973137404249
"235",42,10,5520000,"A11","A11",0,4095,11,1,"D7",0.091499999165535,287,3,"red precondition step up",0.043299999165535,286.972631756253
"236",43,19,11040000,"B08","B8",137.97,3413,8,2,"D8",0.0900000035762787,591,3,"red precondition step up",0.0418000035762787,590.973579845068
"237",44,94,5520000,"H11","H11",107.31,4095,11,8,"D9",0.0929000005125999,373,3,"red precondition step up",0.0447000005125999,372.971746869905
"238",45,33,13800000,"C10","C10",153.3,3754,10,3,"D10",0.0913000032305717,511,3,"red precondition step up",0.0431000032305717,510.972758165897
"239",46,88,12880000,"H05","H5",107.31,3072,5,8,"D11",0.0916000008583069,598,3,"red precondition step up",0.0434000008583069,597.972568549076
"240",47,62,9200000,"F03","F3",76.65,2731,3,6,"D12",0.0892999991774559,367,3,"red precondition step up",0.0410999991774559,366.974022290596
"241",48,28,12880000,"C05","C5",30.66,3072,5,3,"E1",0.0935000032186508,338,3,"red precondition step up",0.0453000032186508,337.971367631553
"242",49,87,10120000,"H04","H4",229.95,2731,4,8,"E2",0.0917000025510788,778,3,"red precondition step up",0.0435000025510788,777.972505341899
"243",50,52,2760000,"E05","E5",61.32,3072,5,5,"E3",0.0903000012040138,390,3,"red precondition step up",0.0421000012040138,389.973390228247
"244",51,54,9200000,"E07","E7",61.32,3413,7,5,"E4",0.090599998831749,343,3,"red precondition step up",0.042399998831749,342.973200611425
"245",52,40,2760000,"D05","D5",45.99,3072,5,4,"E5",0.0925000011920929,335,3,"red precondition step up",0.0443000011920929,334.971999693903
"246",53,56,920000,"E09","E9",61.32,3754,9,5,"E6",0.0922000035643578,331,3,"red precondition step up",0.0440000035643578,330.972189310724
"247",54,31,5520000,"C08","C8",153.3,3413,8,3,"E7",0.0903000012040138,525,3,"red precondition step up",0.0421000012040138,524.973390228247
"248",55,74,5520000,"G03","G3",91.98,2731,3,7,"E8",0.0887999981641769,442,3,"red precondition step up",0.0405999981641769,441.974338321771
"249",56,22,9200000,"B11","B11",15.33,4095,11,2,"E9",0.0904000028967857,241,3,"red precondition step up",0.0422000028967857,240.97332702107
"250",57,51,3680000,"E04","E4",183.96,2731,4,5,"E10",0.0908999964594841,730,3,"red precondition step up",0.0426999964594841,729.973010994604
"251",58,9,4600000,"A10","A10",122.64,3754,10,1,"E11",0.090999998152256,383,3,"red precondition step up",0.042799998152256,382.972947787427
"252",59,84,12880000,"H01","H1",107.31,2390,1,8,"E12",0.090599998831749,625,3,"red precondition step up",0.042399998831749,624.973200611425
"253",60,14,7360000,"B03","B3",15.33,2731,3,2,"F1",0.0957000032067299,293,3,"red precondition step up",0.0475000032067299,292.96997709721
"254",61,55,5520000,"E08","E8",183.96,3413,8,5,"F2",0.0922999978065491,702,3,"red precondition step up",0.0440999978065491,701.972126108257
"255",62,35,11960000,"C12","C12",153.3,4095,12,3,"F3",0.0925000011920929,430,3,"red precondition step up",0.0443000011920929,429.971999693903
"256",63,93,6440000,"H10","H10",229.95,3754,10,8,"F4",0.0900000035762787,568,3,"red precondition step up",0.0418000035762787,567.973579845068
"257",64,44,6440000,"D09","D9",45.99,3754,9,4,"F5",0.0892999991774559,282,3,"red precondition step up",0.0410999991774559,281.974022290596
"258",65,43,8280000,"D08","D8",168.63,3413,8,4,"F6",0.0926000028848648,687,3,"red precondition step up",0.0444000028848648,686.971936486726
"259",66,77,1840000,"G06","G6",214.62,3072,6,7,"F7",0.0926000028848648,793,3,"red precondition step up",0.0444000028848648,792.971936486726
"260",67,0,1840000,"A01","A1",0,2390,1,1,"F8",0.0934000015258789,275,3,"red precondition step up",0.0452000015258789,274.97143083873
"261",68,7,2760000,"A08","A8",122.64,3413,8,1,"F9",0.0935999974608421,516,3,"red precondition step up",0.0453999974608421,515.971304429086
"262",69,46,6440000,"D11","D11",45.99,4095,11,4,"F10",0.091899998486042,296,3,"red precondition step up",0.043699998486042,295.972378932255
"263",70,79,9200000,"G08","G8",214.62,3413,8,7,"F11",0.0925000011920929,724,3,"red precondition step up",0.0443000011920929,723.971999693903
"264",71,85,13800000,"H02","H2",229.95,2390,2,8,"F12",0.0922000035643578,1041,3,"red precondition step up",0.0440000035643578,1040.97218931072
"265",72,3,8280000,"A04","A4",122.64,2731,4,1,"G1",0.096000000834465,600,3,"red precondition step up",0.047800000834465,599.969787480389
"266",73,59,6440000,"E12","E12",183.96,4095,12,5,"G2",0.0913999974727631,349,3,"red precondition step up",0.0431999974727631,348.972694963429
"267",74,72,7360000,"G01","G1",91.98,2390,1,7,"G3",0.094200000166893,543,3,"red precondition step up",0.046000000166893,542.970925190734
"268",75,69,2760000,"F10","F10",199.29,3754,10,6,"G4",0.093699999153614,600,3,"red precondition step up",0.045499999153614,599.971241221909
"269",76,92,11040000,"H09","H9",107.31,3754,9,8,"G5",0.0929000005125999,449,3,"red precondition step up",0.0447000005125999,448.971746869905
"270",77,30,8280000,"C07","C7",30.66,3413,7,3,"G6",0.0934000015258789,279,3,"red precondition step up",0.0452000015258789,278.97143083873
"271",78,38,11960000,"D03","D3",45.99,2731,3,4,"G7",0.0945999994874001,376,3,"red precondition step up",0.0463999994874001,375.970672366736
"272",79,29,1840000,"C06","C6",153.3,3072,6,3,"G8",0.0939999967813492,692,3,"red precondition step up",0.0457999967813492,691.971051605088
"273",80,15,0,"B04","B4",137.97,2731,4,2,"G9",0.0929000005125999,676,3,"red precondition step up",0.0447000005125999,675.971746869905
"274",81,45,9200000,"D10","D10",168.63,3754,10,4,"G10",0.0904999971389771,463,3,"red precondition step up",0.0422999971389771,462.973263818602
"275",82,76,6440000,"G05","G5",91.98,3072,5,7,"G11",0.0907000005245209,394,3,"red precondition step up",0.0425000005245209,393.973137404249
"276",83,60,920000,"F01","F1",76.65,2390,1,6,"G12",0.092799998819828,571,3,"red precondition step up",0.044599998819828,570.971810077082
"277",84,73,11040000,"G02","G2",214.62,2390,2,7,"H1",0.093699999153614,685,3,"red precondition step up",0.045499999153614,684.971241221909
"278",85,95,6440000,"H12","H12",229.95,4095,12,8,"H2",0.0920000001788139,423,3,"red precondition step up",0.0438000001788139,422.972315725078
"279",86,89,9200000,"H06","H6",229.95,3072,6,8,"H3",0.0910999998450279,768,3,"red precondition step up",0.0428999998450279,767.972884580251
"280",87,41,1840000,"D06","D6",168.63,3072,6,4,"H4",0.0925000011920929,728,3,"red precondition step up",0.0443000011920929,727.971999693903
"281",88,83,4600000,"G12","G12",214.62,4095,12,7,"H5",0.0939999967813492,446,3,"red precondition step up",0.0457999967813492,445.971051605088
"282",89,25,10120000,"C02","C2",153.3,2390,2,3,"H6",0.092799998819828,843,3,"red precondition step up",0.044599998819828,842.971810077082
"283",90,37,0,"D02","D2",168.63,2390,2,4,"H7",0.0930000022053719,833,3,"red precondition step up",0.0448000022053719,832.971683662728
"284",91,49,13800000,"E02","E2",183.96,2390,2,5,"H8",0.0940999984741211,918,3,"red precondition step up",0.0458999984741211,917.970988397911
"285",92,57,11040000,"E10","E10",183.96,3754,10,5,"H9",0.0934000015258789,586,3,"red precondition step up",0.0452000015258789,585.97143083873
"286",93,90,10120000,"H07","H7",107.31,3413,7,8,"H10",0.0913999974727631,497,3,"red precondition step up",0.0431999974727631,496.972694963429
"287",94,80,8280000,"G09","G9",91.98,3754,9,7,"H11",0.091899998486042,417,3,"red precondition step up",0.043699998486042,416.972378932255
"288",95,86,13800000,"H03","H3",107.31,2731,3,8,"H12",0.091499999165535,640,3,"red precondition step up",0.043299999165535,639.972631756253
